7550	0.980000	0.020000	0.000000
7600	0.960000	0.020000	0.020000
7650	0.980000	0.020000	0.000000
7700	0.960000	0.020000	0.020000
7750	0.940000	0.020000	0.040000
7800	0.980000	0.000000	0.020000
7850	0.980000	0.000000	0.020000
7900	0.980000	0.020000	0.000000
7950	0.960000	0.040000	0.000000
8000	0.980000	0.020000	0.000000
8050	0.960000	0.020000	0.020000
8100	0.980000	0.000000	0.020000
8150	0.920000	0.060000	0.020000
8200	0.940000	0.060000	0.000000
8250	0.980000	0.020000	0.000000
8300	1.000000	0.000000	0.000000
8350	0.920000	0.060000	0.020000
8400	0.960000	0.020000	0.020000
8450	1.000000	0.000000	0.000000
8500	0.960000	0.040000	0.000000
8550	0.980000	0.020000	0.000000
8600	0.960000	0.020000	0.020000
8650	0.980000	0.020000	0.000000
8700	0.980000	0.020000	0.000000
8750	0.940000	0.060000	0.000000
8800	0.940000	0.040000	0.020000
8850	0.960000	0.040000	0.000000
8900	1.000000	0.000000	0.000000
8950	0.960000	0.040000	0.000000
9000	0.980000	0.020000	0.000000
9050	0.980000	0.000000	0.020000
9100	1.000000	0.000000	0.000000
9150	0.980000	0.020000	0.000000
9200	0.960000	0.040000	0.000000
9250	0.980000	0.000000	0.020000
9300	0.940000	0.020000	0.040000
9350	0.960000	0.040000	0.000000
9400	0.920000	0.080000	0.000000
9450	0.980000	0.020000	0.000000
9500	0.940000	0.060000	0.000000
9550	1.000000	0.000000	0.000000
9600	0.900000	0.080000	0.020000
9650	1.000000	0.000000	0.000000
9700	1.000000	0.000000	0.000000
9750	0.960000	0.040000	0.000000
9800	0.980000	0.000000	0.020000
9850	0.960000	0.020000	0.020000
9900	0.940000	0.040000	0.020000
9950	1.000000	0.000000	0.000000
10000	0.960000	0.040000	0.000000
