50	0.480000	0.340000	0.180000
100	0.520000	0.320000	0.160000
150	0.580000	0.320000	0.100000
200	0.540000	0.380000	0.080000
250	0.620000	0.240000	0.140000
300	0.620000	0.280000	0.100000
350	0.520000	0.400000	0.080000
400	0.580000	0.340000	0.080000
450	0.700000	0.220000	0.080000
500	0.540000	0.320000	0.140000
550	0.700000	0.260000	0.040000
600	0.680000	0.260000	0.060000
650	0.620000	0.300000	0.080000
700	0.540000	0.320000	0.140000
750	0.680000	0.180000	0.140000
800	0.640000	0.240000	0.120000
850	0.660000	0.240000	0.100000
900	0.700000	0.200000	0.100000
950	0.800000	0.180000	0.020000
1000	0.780000	0.140000	0.080000
1050	0.780000	0.160000	0.060000
1100	0.740000	0.160000	0.100000
1150	0.720000	0.200000	0.080000
1200	0.760000	0.180000	0.060000
1250	0.780000	0.140000	0.080000
1300	0.820000	0.160000	0.020000
1350	0.760000	0.180000	0.060000
1400	0.920000	0.060000	0.020000
1450	0.880000	0.100000	0.020000
1500	0.760000	0.160000	0.080000
1550	0.840000	0.100000	0.060000
1600	0.880000	0.080000	0.040000
1650	0.820000	0.180000	0.000000
1700	0.840000	0.120000	0.040000
1750	0.860000	0.120000	0.020000
1800	0.960000	0.020000	0.020000
1850	0.800000	0.140000	0.060000
1900	0.880000	0.100000	0.020000
1950	0.880000	0.060000	0.060000
2000	0.920000	0.040000	0.040000
2050	0.840000	0.080000	0.080000
2100	0.900000	0.060000	0.040000
2150	0.820000	0.160000	0.020000
2200	0.880000	0.080000	0.040000
2250	0.880000	0.120000	0.000000
2300	0.880000	0.100000	0.020000
2350	0.960000	0.020000	0.020000
2400	0.880000	0.080000	0.040000
2450	0.900000	0.060000	0.040000
2500	0.940000	0.040000	0.020000
2550	0.860000	0.040000	0.100000
2600	0.920000	0.060000	0.020000
2650	0.900000	0.040000	0.060000
2700	0.980000	0.000000	0.020000
2750	0.900000	0.060000	0.040000
2800	0.920000	0.080000	0.000000
2850	0.980000	0.020000	0.000000
2900	0.920000	0.080000	0.000000
2950	0.900000	0.060000	0.040000
3000	0.900000	0.100000	0.000000
3050	0.900000	0.100000	0.000000
3100	0.980000	0.020000	0.000000
3150	0.920000	0.040000	0.040000
3200	0.900000	0.060000	0.040000
3250	0.860000	0.120000	0.020000
3300	0.960000	0.040000	0.000000
3350	0.940000	0.040000	0.020000
3400	0.920000	0.020000	0.060000
3450	0.920000	0.060000	0.020000
3500	0.900000	0.080000	0.020000
3550	0.980000	0.020000	0.000000
3600	0.980000	0.020000	0.000000
3650	0.880000	0.060000	0.060000
3700	0.900000	0.080000	0.020000
3750	0.860000	0.100000	0.040000
3800	0.980000	0.020000	0.000000
3850	0.940000	0.020000	0.040000
3900	0.980000	0.020000	0.000000
3950	0.980000	0.020000	0.000000
4000	0.960000	0.040000	0.000000
4050	0.960000	0.000000	0.040000
4100	0.920000	0.080000	0.000000
4150	0.920000	0.060000	0.020000
4200	0.980000	0.020000	0.000000
4250	0.880000	0.060000	0.060000
4300	1.000000	0.000000	0.000000
4350	0.940000	0.060000	0.000000
4400	0.940000	0.040000	0.020000
4450	0.960000	0.040000	0.000000
4500	0.960000	0.020000	0.020000
4550	0.980000	0.020000	0.000000
4600	0.940000	0.040000	0.020000
4650	0.960000	0.020000	0.020000
4700	0.920000	0.080000	0.000000
4750	0.980000	0.020000	0.000000
4800	0.960000	0.020000	0.020000
4850	0.980000	0.000000	0.020000
4900	0.960000	0.040000	0.000000
4950	0.980000	0.020000	0.000000
5000	0.900000	0.060000	0.040000
5050	1.000000	0.000000	0.000000
5100	0.920000	0.080000	0.000000
5150	0.980000	0.020000	0.000000
5200	0.940000	0.040000	0.020000
5250	0.940000	0.020000	0.040000
5300	0.960000	0.040000	0.000000
5350	0.920000	0.080000	0.000000
5400	0.980000	0.020000	0.000000
5450	0.940000	0.060000	0.000000
5500	0.960000	0.040000	0.000000
5550	0.920000	0.080000	0.000000
5600	0.940000	0.020000	0.040000
5650	0.880000	0.080000	0.040000
5700	0.980000	0.020000	0.000000
5750	0.960000	0.020000	0.020000
5800	0.920000	0.040000	0.040000
5850	0.940000	0.040000	0.020000
5900	0.900000	0.100000	0.000000
5950	0.920000	0.060000	0.020000
6000	0.920000	0.020000	0.060000
6050	0.960000	0.040000	0.000000
6100	0.940000	0.040000	0.020000
6150	1.000000	0.000000	0.000000
6200	0.960000	0.040000	0.000000
6250	0.960000	0.000000	0.040000
6300	0.960000	0.040000	0.000000
6350	1.000000	0.000000	0.000000
6400	0.960000	0.020000	0.020000
6450	0.920000	0.060000	0.020000
6500	0.980000	0.020000	0.000000
6550	0.900000	0.040000	0.060000
6600	0.960000	0.020000	0.020000
6650	0.980000	0.000000	0.020000
6700	1.000000	0.000000	0.000000
6750	0.960000	0.040000	0.000000
6800	0.980000	0.020000	0.000000
6850	0.920000	0.060000	0.020000
6900	0.940000	0.060000	0.000000
6950	0.920000	0.080000	0.000000
7000	0.960000	0.020000	0.020000
7050	1.000000	0.000000	0.000000
7100	0.940000	0.040000	0.020000
7150	0.960000	0.000000	0.040000
7200	0.920000	0.040000	0.040000
7250	0.960000	0.020000	0.020000
7300	0.960000	0.040000	0.000000
7350	0.980000	0.020000	0.000000
7400	1.000000	0.000000	0.000000
7450	0.980000	0.020000	0.000000
7500	0.980000	0.020000	0.000000
